,param_kernel,mean_train_log_marginal_likelihood,mean_train_mean_squared_error,mean_test_log_marginal_likelihood,mean_test_mean_squared_error,param_alpha,params,std_train_mean_squared_error,std_test_log_marginal_likelihood,std_test_mean_squared_error,rank_test_mean_squared_error,rank_test_log_marginal_likelihood,split0_test_mean_squared_error,split1_test_mean_squared_error,split2_test_mean_squared_error,split3_test_mean_squared_error,split4_test_mean_squared_error,split5_test_mean_squared_error,split6_test_mean_squared_error,split7_test_mean_squared_error,split0_train_mean_squared_error,split1_train_mean_squared_error,split2_train_mean_squared_error,split3_train_mean_squared_error,split4_train_mean_squared_error,split5_train_mean_squared_error,split6_train_mean_squared_error,split7_train_mean_squared_error,split0_test_log_marginal_likelihood,split1_test_log_marginal_likelihood,split2_test_log_marginal_likelihood,split3_test_log_marginal_likelihood,split4_test_log_marginal_likelihood,split5_test_log_marginal_likelihood,split6_test_log_marginal_likelihood,split7_test_log_marginal_likelihood,split0_train_log_marginal_likelihood,split1_train_log_marginal_likelihood,split2_train_log_marginal_likelihood,split3_train_log_marginal_likelihood,split4_train_log_marginal_likelihood,split5_train_log_marginal_likelihood,split6_train_log_marginal_likelihood,split7_train_log_marginal_likelihood
145,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.042033653053046,-4.588798401886536e-07,28.042033653053046,-0.000948740398247157,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",1.2786483606193103e-07,1.4726476272053932,0.001081015808560336,84,88,-0.0036905537080491723,-0.0012259453069532699,-0.00040452068692417397,-7.792977595894017e-05,-0.00034302493446559923,-0.0005928413129875811,-0.0006303170884382549,-0.0006247903722002647,-7.931641232216468e-07,-4.3897262293935165e-07,-3.888106607344879e-07,-3.761247089769801e-07,-4.019523397344607e-07,-4.22126204146068e-07,-4.251689741890069e-07,-4.2471908756722687e-07,31.8515817819358,28.182106398051655,27.339315552657453,27.034125477047404,27.282024469044394,27.525980964001693,27.563331140248554,27.55780344143744,31.8515817819358,28.182106398051655,27.339315552657453,27.034125477047404,27.282024469044394,27.525980964001693,27.563331140248554,27.55780344143744
151,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.042033653053046,-4.588798401886536e-07,28.042033653053046,-0.000948740398247157,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",1.2786483606193103e-07,1.4726476272053932,0.001081015808560336,84,88,-0.0036905537080491723,-0.0012259453069532699,-0.00040452068692417397,-7.792977595894017e-05,-0.00034302493446559923,-0.0005928413129875811,-0.0006303170884382549,-0.0006247903722002647,-7.931641232216468e-07,-4.3897262293935165e-07,-3.888106607344879e-07,-3.761247089769801e-07,-4.019523397344607e-07,-4.22126204146068e-07,-4.251689741890069e-07,-4.2471908756722687e-07,31.8515817819358,28.182106398051655,27.339315552657453,27.034125477047404,27.282024469044394,27.525980964001693,27.563331140248554,27.55780344143744,31.8515817819358,28.182106398051655,27.339315552657453,27.034125477047404,27.282024469044394,27.525980964001693,27.563331140248554,27.55780344143744
157,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.042033653053046,-4.588798401886536e-07,28.042033653053046,-0.000948740398247157,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",1.2786483606193103e-07,1.4726476272053932,0.001081015808560336,84,88,-0.0036905537080491723,-0.0012259453069532699,-0.00040452068692417397,-7.792977595894017e-05,-0.00034302493446559923,-0.0005928413129875811,-0.0006303170884382549,-0.0006247903722002647,-7.931641232216468e-07,-4.3897262293935165e-07,-3.888106607344879e-07,-3.761247089769801e-07,-4.019523397344607e-07,-4.22126204146068e-07,-4.251689741890069e-07,-4.2471908756722687e-07,31.8515817819358,28.182106398051655,27.339315552657453,27.034125477047404,27.282024469044394,27.525980964001693,27.563331140248554,27.55780344143744,31.8515817819358,28.182106398051655,27.339315552657453,27.034125477047404,27.282024469044394,27.525980964001693,27.563331140248554,27.55780344143744
163,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.042033653053046,-4.588798401886536e-07,28.042033653053046,-0.000948740398247157,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",1.2786483606193103e-07,1.4726476272053932,0.001081015808560336,84,88,-0.0036905537080491723,-0.0012259453069532699,-0.00040452068692417397,-7.792977595894017e-05,-0.00034302493446559923,-0.0005928413129875811,-0.0006303170884382549,-0.0006247903722002647,-7.931641232216468e-07,-4.3897262293935165e-07,-3.888106607344879e-07,-3.761247089769801e-07,-4.019523397344607e-07,-4.22126204146068e-07,-4.251689741890069e-07,-4.2471908756722687e-07,31.8515817819358,28.182106398051655,27.339315552657453,27.034125477047404,27.282024469044394,27.525980964001693,27.563331140248554,27.55780344143744,31.8515817819358,28.182106398051655,27.339315552657453,27.034125477047404,27.282024469044394,27.525980964001693,27.563331140248554,27.55780344143744
199,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.042033653052705,-4.644388800024604e-05,28.042033653052705,-0.0009487405532698139,0.0001,"{'alpha': 0.0001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",9.0206964742811e-05,1.4726476272056952,0.0010810158729432243,91,94,-0.0036905540157633502,-0.0012259456733740915,-0.000404521082356832,-7.792968689933734e-05,-0.00034302553433616353,-0.0005928412187925447,-0.0006303169627368728,-0.0006247902518993187,-0.00028510437031082367,-1.3151076117524539e-05,-1.1727672759213782e-05,-1.131145915448196e-05,-1.210947784984364e-05,-1.2662217840300244e-05,-1.2748812830860712e-05,-1.2736017138919771e-05,31.851581781935757,28.18210639805242,27.339315552659738,27.034125477048182,27.28202446903405,27.52598096400269,27.56333114025,27.557803441438793,31.851581781935757,28.18210639805242,27.339315552659738,27.034125477048182,27.28202446903405,27.52598096400269,27.56333114025,27.557803441438793
205,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.042033653052705,-4.644388800024604e-05,28.042033653052705,-0.0009487405532698139,0.0001,"{'alpha': 0.0001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",9.0206964742811e-05,1.4726476272056952,0.0010810158729432243,91,94,-0.0036905540157633502,-0.0012259456733740915,-0.000404521082356832,-7.792968689933734e-05,-0.00034302553433616353,-0.0005928412187925447,-0.0006303169627368728,-0.0006247902518993187,-0.00028510437031082367,-1.3151076117524539e-05,-1.1727672759213782e-05,-1.131145915448196e-05,-1.210947784984364e-05,-1.2662217840300244e-05,-1.2748812830860712e-05,-1.2736017138919771e-05,31.851581781935757,28.18210639805242,27.339315552659738,27.034125477048182,27.28202446903405,27.52598096400269,27.56333114025,27.557803441438793,31.851581781935757,28.18210639805242,27.339315552659738,27.034125477048182,27.28202446903405,27.52598096400269,27.56333114025,27.557803441438793
211,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.042033653052705,-4.644388800024604e-05,28.042033653052705,-0.0009487405532698139,0.0001,"{'alpha': 0.0001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",9.0206964742811e-05,1.4726476272056952,0.0010810158729432243,91,94,-0.0036905540157633502,-0.0012259456733740915,-0.000404521082356832,-7.792968689933734e-05,-0.00034302553433616353,-0.0005928412187925447,-0.0006303169627368728,-0.0006247902518993187,-0.00028510437031082367,-1.3151076117524539e-05,-1.1727672759213782e-05,-1.131145915448196e-05,-1.210947784984364e-05,-1.2662217840300244e-05,-1.2748812830860712e-05,-1.2736017138919771e-05,31.851581781935757,28.18210639805242,27.339315552659738,27.034125477048182,27.28202446903405,27.52598096400269,27.56333114025,27.557803441438793,31.851581781935757,28.18210639805242,27.339315552659738,27.034125477048182,27.28202446903405,27.52598096400269,27.56333114025,27.557803441438793
217,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.042033653052705,-4.644388800024604e-05,28.042033653052705,-0.0009487405532698139,0.0001,"{'alpha': 0.0001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",9.0206964742811e-05,1.4726476272056952,0.0010810158729432243,91,94,-0.0036905540157633502,-0.0012259456733740915,-0.000404521082356832,-7.792968689933734e-05,-0.00034302553433616353,-0.0005928412187925447,-0.0006303169627368728,-0.0006247902518993187,-0.00028510437031082367,-1.3151076117524539e-05,-1.1727672759213782e-05,-1.131145915448196e-05,-1.210947784984364e-05,-1.2662217840300244e-05,-1.2748812830860712e-05,-1.2736017138919771e-05,31.851581781935757,28.18210639805242,27.339315552659738,27.034125477048182,27.28202446903405,27.52598096400269,27.56333114025,27.557803441438793,31.851581781935757,28.18210639805242,27.339315552659738,27.034125477048182,27.28202446903405,27.52598096400269,27.56333114025,27.557803441438793
223,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.042033653052705,-4.644388800024604e-05,28.042033653052705,-0.0009487405532698139,0.0001,"{'alpha': 0.0001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",9.0206964742811e-05,1.4726476272056952,0.0010810158729432243,91,94,-0.0036905540157633502,-0.0012259456733740915,-0.000404521082356832,-7.792968689933734e-05,-0.00034302553433616353,-0.0005928412187925447,-0.0006303169627368728,-0.0006247902518993187,-0.00028510437031082367,-1.3151076117524539e-05,-1.1727672759213782e-05,-1.131145915448196e-05,-1.210947784984364e-05,-1.2662217840300244e-05,-1.2748812830860712e-05,-1.2736017138919771e-05,31.851581781935757,28.18210639805242,27.339315552659738,27.034125477048182,27.28202446903405,27.52598096400269,27.56333114025,27.557803441438793,31.851581781935757,28.18210639805242,27.339315552659738,27.034125477048182,27.28202446903405,27.52598096400269,27.56333114025,27.557803441438793
229,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.042033653052705,-4.644388800024604e-05,28.042033653052705,-0.0009487405532698139,0.0001,"{'alpha': 0.0001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",9.0206964742811e-05,1.4726476272056952,0.0010810158729432243,91,94,-0.0036905540157633502,-0.0012259456733740915,-0.000404521082356832,-7.792968689933734e-05,-0.00034302553433616353,-0.0005928412187925447,-0.0006303169627368728,-0.0006247902518993187,-0.00028510437031082367,-1.3151076117524539e-05,-1.1727672759213782e-05,-1.131145915448196e-05,-1.210947784984364e-05,-1.2662217840300244e-05,-1.2748812830860712e-05,-1.2736017138919771e-05,31.851581781935757,28.18210639805242,27.339315552659738,27.034125477048182,27.28202446903405,27.52598096400269,27.56333114025,27.557803441438793,31.851581781935757,28.18210639805242,27.339315552659738,27.034125477048182,27.28202446903405,27.52598096400269,27.56333114025,27.557803441438793
103,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.042033653051874,-1.4213147037480345e-07,28.042033653051874,-0.0009487409894737213,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",4.1575665875372853e-08,1.472647627193346,0.0010810166305636776,104,100,-0.003690556421713666,-0.0012259462289401593,-0.0004045210965925385,-7.792998392038937e-05,-0.0003430250226681491,-0.000592841455427732,-0.0006303172093467031,-0.000624790497180433,-2.510571732006081e-07,-1.356708990119342e-07,-1.2056132976759684e-07,-1.162866986063463e-07,-1.2359677208097297e-07,-1.293758878449744e-07,-1.3032140178905904e-07,-1.3018160069693593e-07,31.851581781898396,28.18210639806766,27.339315552659826,27.034125477035307,27.28202446905004,27.525980964006834,27.56333114025405,27.557803441442882,31.851581781898396,28.18210639806766,27.339315552659826,27.034125477035307,27.28202446905004,27.525980964006834,27.56333114025405,27.557803441442882
1,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.0420336530511,-1.2078974950450069e-07,28.0420336530511,-0.0009487407875910161,1e-07,"{'alpha': 1e-07, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",3.6476534299112784e-08,1.4726476271974451,0.0010810163742980272,98,101,-0.003690555449646445,-0.001225946247495771,-0.00040452108235300546,-7.792957370803802e-05,-0.0003430250222049004,-0.0005928413800567382,-0.0006303171283084358,-0.0006247904169547944,-2.164796200273689e-07,-1.1483616327262549e-07,-1.0231933450393058e-07,-9.875261043668247e-08,-1.0468013184632648e-07,-1.0925992838010526e-07,-1.1005379283375518e-07,-1.0993641473521108e-07,31.85158178191172,28.182106398055744,27.339315552659723,27.034125477047013,27.28202446904454,27.525980964002223,27.563331140249527,27.55780344143832,31.85158178191172,28.182106398055744,27.339315552659723,27.034125477047013,27.28202446904454,27.525980964002223,27.563331140249527,27.55780344143832
7,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.0420336530511,-1.2078974950450069e-07,28.0420336530511,-0.0009487407875910161,1e-07,"{'alpha': 1e-07, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",3.6476534299112784e-08,1.4726476271974451,0.0010810163742980272,98,101,-0.003690555449646445,-0.001225946247495771,-0.00040452108235300546,-7.792957370803802e-05,-0.0003430250222049004,-0.0005928413800567382,-0.0006303171283084358,-0.0006247904169547944,-2.164796200273689e-07,-1.1483616327262549e-07,-1.0231933450393058e-07,-9.875261043668247e-08,-1.0468013184632648e-07,-1.0925992838010526e-07,-1.1005379283375518e-07,-1.0993641473521108e-07,31.85158178191172,28.182106398055744,27.339315552659723,27.034125477047013,27.28202446904454,27.525980964002223,27.563331140249527,27.55780344143832,31.85158178191172,28.182106398055744,27.339315552659723,27.034125477047013,27.28202446904454,27.525980964002223,27.563331140249527,27.55780344143832
13,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.0420336530511,-1.2078974950450069e-07,28.0420336530511,-0.0009487407875910161,1e-07,"{'alpha': 1e-07, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",3.6476534299112784e-08,1.4726476271974451,0.0010810163742980272,98,101,-0.003690555449646445,-0.001225946247495771,-0.00040452108235300546,-7.792957370803802e-05,-0.0003430250222049004,-0.0005928413800567382,-0.0006303171283084358,-0.0006247904169547944,-2.164796200273689e-07,-1.1483616327262549e-07,-1.0231933450393058e-07,-9.875261043668247e-08,-1.0468013184632648e-07,-1.0925992838010526e-07,-1.1005379283375518e-07,-1.0993641473521108e-07,31.85158178191172,28.182106398055744,27.339315552659723,27.034125477047013,27.28202446904454,27.525980964002223,27.563331140249527,27.55780344143832,31.85158178191172,28.182106398055744,27.339315552659723,27.034125477047013,27.28202446904454,27.525980964002223,27.563331140249527,27.55780344143832
19,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.0420336530511,-1.2078974950450069e-07,28.0420336530511,-0.0009487407875910161,1e-07,"{'alpha': 1e-07, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",3.6476534299112784e-08,1.4726476271974451,0.0010810163742980272,98,101,-0.003690555449646445,-0.001225946247495771,-0.00040452108235300546,-7.792957370803802e-05,-0.0003430250222049004,-0.0005928413800567382,-0.0006303171283084358,-0.0006247904169547944,-2.164796200273689e-07,-1.1483616327262549e-07,-1.0231933450393058e-07,-9.875261043668247e-08,-1.0468013184632648e-07,-1.0925992838010526e-07,-1.1005379283375518e-07,-1.0993641473521108e-07,31.85158178191172,28.182106398055744,27.339315552659723,27.034125477047013,27.28202446904454,27.525980964002223,27.563331140249527,27.55780344143832,31.85158178191172,28.182106398055744,27.339315552659723,27.034125477047013,27.28202446904454,27.525980964002223,27.563331140249527,27.55780344143832
25,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.0420336530511,-1.2078974950450069e-07,28.0420336530511,-0.0009487407875910161,1e-07,"{'alpha': 1e-07, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",3.6476534299112784e-08,1.4726476271974451,0.0010810163742980272,98,101,-0.003690555449646445,-0.001225946247495771,-0.00040452108235300546,-7.792957370803802e-05,-0.0003430250222049004,-0.0005928413800567382,-0.0006303171283084358,-0.0006247904169547944,-2.164796200273689e-07,-1.1483616327262549e-07,-1.0231933450393058e-07,-9.875261043668247e-08,-1.0468013184632648e-07,-1.0925992838010526e-07,-1.1005379283375518e-07,-1.0993641473521108e-07,31.85158178191172,28.182106398055744,27.339315552659723,27.034125477047013,27.28202446904454,27.525980964002223,27.563331140249527,27.55780344143832,31.85158178191172,28.182106398055744,27.339315552659723,27.034125477047013,27.28202446904454,27.525980964002223,27.563331140249527,27.55780344143832
31,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.0420336530511,-1.2078974950450069e-07,28.0420336530511,-0.0009487407875910161,1e-07,"{'alpha': 1e-07, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",3.6476534299112784e-08,1.4726476271974451,0.0010810163742980272,98,101,-0.003690555449646445,-0.001225946247495771,-0.00040452108235300546,-7.792957370803802e-05,-0.0003430250222049004,-0.0005928413800567382,-0.0006303171283084358,-0.0006247904169547944,-2.164796200273689e-07,-1.1483616327262549e-07,-1.0231933450393058e-07,-9.875261043668247e-08,-1.0468013184632648e-07,-1.0925992838010526e-07,-1.1005379283375518e-07,-1.0993641473521108e-07,31.85158178191172,28.182106398055744,27.339315552659723,27.034125477047013,27.28202446904454,27.525980964002223,27.563331140249527,27.55780344143832,31.85158178191172,28.182106398055744,27.339315552659723,27.034125477047013,27.28202446904454,27.525980964002223,27.563331140249527,27.55780344143832
67,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.04203365304496,-1.4213147037504846e-07,28.04203365304496,-0.0009487409894740955,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",4.1575665875814105e-08,1.472647627186999,0.0010810166305595672,105,107,-0.0036905564217047234,-0.0012259462289351901,-0.0004045210965982021,-7.7929983924896e-05,-0.00034302502266962914,-0.0005928414554294849,-0.0006303172093484624,-0.0006247904971821771,-2.510571732020101e-07,-1.3567089901215458e-07,-1.2056132976759684e-07,-1.162866986063463e-07,-1.2359677208103925e-07,-1.2937588784506147e-07,-1.3032140178914872e-07,-1.3018160069703035e-07,31.851581781876092,28.1821063980557,27.339315552659826,27.034125477035307,27.28202446904444,27.525980964001675,27.56333114024892,27.55780344143773,31.851581781876092,28.1821063980557,27.339315552659826,27.034125477035307,27.28202446904444,27.525980964001675,27.56333114024892,27.55780344143773
73,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,28.04203365304496,-1.4213147037504846e-07,28.04203365304496,-0.0009487409894740955,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",4.1575665875814105e-08,1.472647627186999,0.0010810166305595672,105,107,-0.0036905564217047234,-0.0012259462289351901,-0.0004045210965982021,-7.7929983924896e-05,-0.00034302502266962914,-0.0005928414554294849,-0.0006303172093484624,-0.0006247904971821771,-2.510571732020101e-07,-1.3567089901215458e-07,-1.2056132976759684e-07,-1.162866986063463e-07,-1.2359677208103925e-07,-1.2937588784506147e-07,-1.3032140178914872e-07,-1.3018160069703035e-07,31.851581781876092,28.1821063980557,27.339315552659826,27.034125477035307,27.28202446904444,27.525980964001675,27.56333114024892,27.55780344143773,31.851581781876092,28.1821063980557,27.339315552659826,27.034125477035307,27.28202446904444,27.525980964001675,27.56333114024892,27.55780344143773
