,param_kernel,mean_train_log_marginal_likelihood,mean_train_mean_squared_error,mean_test_log_marginal_likelihood,mean_test_mean_squared_error,param_alpha,params,std_train_mean_squared_error,std_test_log_marginal_likelihood,std_test_mean_squared_error,rank_test_mean_squared_error,rank_test_log_marginal_likelihood
5776,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5783,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5790,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5797,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5804,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5811,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5818,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5825,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5832,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5839,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5846,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5853,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5860,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5867,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5874,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5881,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5888,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5895,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5902,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5909,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5916,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5923,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5930,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5937,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5944,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488296,-1.1072991143194601e-10,164.8943431488296,-0.00039812642130374607,1.7782794100389227e-07,"{'alpha': 1.7782794100389227e-07, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750427839281942e-12,2.519783203447871,0.00010472388637549943,1051,1
5426,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5433,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5440,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5447,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5454,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5461,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5468,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5475,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5482,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5489,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5496,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5503,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5510,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5517,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5524,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5531,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5538,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5545,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5552,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5559,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5566,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5573,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5580,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5587,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
5594,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.894343148829,-1.1072994330033505e-11,164.894343148829,-0.0003981264210592943,5.6234132519034905e-08,"{'alpha': 5.6234132519034905e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",8.750431441824115e-13,2.5197832034479632,0.0001047238862554378,951,26
4901,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
4908,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
4915,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
4922,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
4929,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
4936,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
4943,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
4950,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
4957,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
4964,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
4971,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
4978,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
4985,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
4992,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
4999,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
5006,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
5013,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
5020,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
5027,1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2,164.8943431488288,-3.5015941137625046e-13,164.8943431488288,-0.0003981264208525302,1e-08,"{'alpha': 1e-08, 'kernel': 1**2 * RBF(length_scale=1e-13) + WhiteKernel(noise_level=1e-14) + 1**2}",2.7671339989257124e-14,2.519783203447782,0.0001047238862653356,901,51
